LoanStatus,LenderYield,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,IncomeRange,TotalProsperLoans,OnTimeProsperPayments,BorrowerState
Current,0.2187,3.0,7.0,7,Professor,Full-time,False,4.0,1776.0,14.0,"$50,000-74,999",2.0,66.0,VA
Completed,0.3345,1.0,3.0,7,Retail Management,Full-time,True,0.0,0.0,32.0,"$100,000+",2.0,45.0,MN
Completed,0.082,6.0,9.0,1,Attorney,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,23.0,TX
Current,0.1419,5.0,6.0,2,Other,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,8.0,TX
Current,0.0874,6.0,8.0,1,Skilled Labor,Employed,False,0.0,0.0,0.0,"$50,000-74,999",4.0,58.0,IL
Current,0.1199,6.0,11.0,3,Other,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,32.0,FL
Current,0.1335,5.0,7.0,20,Nurse (RN),Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,IL
Completed,0.34,2.0,6.0,3,Sales - Commission,Self-employed,False,3.0,7671.0,15.0,"$25,000-49,999",2.0,25.0,CA
Past Due (1-15 days),0.2299,3.0,3.0,2,Clerical,Employed,True,2.0,8384.0,7.0,"$50,000-74,999",2.0,50.0,FL
Current,0.1539,5.0,3.0,7,Administrative Assistant,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,TX
Current,0.221,3.0,4.0,2,Truck Driver,Employed,True,2.0,417.0,17.0,"$50,000-74,999",1.0,10.0,MA
Current,0.1374,5.0,9.0,1,Accountant/CPA,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",3.0,33.0,TN
Completed,0.2475,3.0,7.0,1,Professional,Full-time,False,2.0,100.0,11.0,"$25,000-49,999",1.0,27.0,NE
Completed,0.0824,6.0,9.0,1,Other,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,29.0,MN
Completed,0.0829,6.0,9.0,1,Computer Programmer,Employed,False,0.0,0.0,0.0,"$75,000-99,999",2.0,16.0,CA
Chargedoff,0.2599,3.0,5.0,1,Other,Full-time,False,0.0,0.0,0.0,"$1-24,999",1.0,34.0,OH
Current,0.2024,4.0,6.0,1,Accountant/CPA,Employed,True,3.0,36598.0,29.0,"$50,000-74,999",2.0,50.0,WA
Current,0.306,2.0,2.0,1,Other,Full-time,False,6.0,12054.0,44.0,"$50,000-74,999",1.0,35.0,WA
Completed,0.082,6.0,9.0,7,Military Enlisted,Full-time,False,0.0,0.0,2.0,"$50,000-74,999",2.0,21.0,FL
Current,0.2957,2.0,2.0,1,Other,Employed,False,0.0,0.0,2.0,"$75,000-99,999",1.0,10.0,MD
Completed,0.3099,2.0,5.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,52.0,OH
Current,0.0874,6.0,8.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,20.0,CA
Current,0.0874,6.0,8.0,7,Truck Driver,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",1.0,36.0,KS
Completed,0.2029,3.0,8.0,1,Other,Full-time,False,0.0,0.0,4.0,"$1-24,999",1.0,17.0,NY
Current,0.173,5.0,5.0,3,Professional,Self-employed,True,0.0,0.0,0.0,"$100,000+",1.0,5.0,NJ
Current,0.0864,6.0,8.0,20,Executive,Employed,True,1.0,0.0,3.0,"$100,000+",1.0,35.0,CA
Current,0.2932,2.0,3.0,1,Retail Management,Employed,False,0.0,0.0,2.0,"$50,000-74,999",2.0,24.0,FL
Completed,0.2899,2.0,1.0,18,Analyst,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,9.0,NY
Current,0.14,5.0,4.0,1,Analyst,Employed,True,0.0,0.0,3.0,"$100,000+",1.0,5.0,CA
Current,0.2686,2.0,3.0,7,Medical Technician,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",2.0,68.0,WA
Chargedoff,0.1802,4.0,4.0,1,Truck Driver,Employed,True,1.0,4719.0,0.0,"$25,000-49,999",1.0,10.0,OH
Current,0.184,4.0,6.0,1,Professional,Employed,False,0.0,0.0,18.0,"$25,000-49,999",1.0,17.0,FL
Current,0.1369,5.0,7.0,2,Analyst,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,MN
Current,0.251,3.0,5.0,1,Other,Other,True,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,NC
Current,0.1435,5.0,9.0,1,Other,Employed,True,0.0,0.0,15.0,"$50,000-74,999",1.0,8.0,MS
Current,0.1745,5.0,7.0,1,Professional,Employed,True,0.0,0.0,4.0,"$100,000+",1.0,12.0,CT
Completed,0.3077,1.0,4.0,6,Professional,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,7.0,NC
Current,0.0679,7.0,10.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,12.0,PA
Completed,0.1802,4.0,4.0,19,Teacher's Aide,Employed,False,3.0,1301.0,5.0,"$1-24,999",2.0,51.0,NC
Completed,0.34,2.0,9.0,1,Homemaker,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",2.0,17.0,IL
Completed,0.2099,4.0,6.0,1,Executive,Employed,False,0.0,0.0,17.0,"$25,000-49,999",1.0,6.0,FL
Completed,0.0886,6.0,9.0,1,Computer Programmer,Full-time,True,0.0,0.0,2.0,"$75,000-99,999",1.0,17.0,OR
Chargedoff,0.3077,1.0,2.0,1,Accountant/CPA,Employed,False,0.0,0.0,10.0,"$50,000-74,999",1.0,9.0,CA
Completed,0.1029,6.0,8.0,1,Sales - Commission,Full-time,True,0.0,0.0,31.0,"$100,000+",3.0,66.0,CA
Current,0.1719,5.0,6.0,3,Sales - Commission,Employed,False,0.0,0.0,0.0,"$25,000-49,999",4.0,17.0,NY
Current,0.1579,5.0,4.0,1,Professional,Employed,False,1.0,13487.0,4.0,"$100,000+",3.0,39.0,TX
Current,0.0929,6.0,8.0,3,Professional,Self-employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,4.0,CA
Current,0.1409,5.0,6.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",3.0,55.0,PA
Current,0.3077,1.0,1.0,2,Executive,Full-time,True,0.0,0.0,17.0,"$100,000+",2.0,3.0,PA
Completed,0.3077,1.0,1.0,1,Clerical,Employed,True,1.0,407.0,0.0,"$1-24,999",1.0,6.0,CT
Completed,0.2284,2.0,3.0,1,Executive,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,30.0,VA
Current,0.1019,6.0,10.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,3.0,CA
Current,0.2204,3.0,3.0,1,Medical Technician,Employed,False,0.0,0.0,37.0,"$25,000-49,999",1.0,7.0,IN
Current,0.1747,5.0,6.0,1,Tradesman - Electrician,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,60.0,OH
Current,0.1249,5.0,8.0,2,Sales - Commission,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,20.0,AZ
Current,0.1695,4.0,6.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,7.0,FL
Defaulted,0.082,6.0,9.0,2,Other,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,20.0,CA
Current,0.0666,7.0,11.0,1,Other,Other,False,0.0,0.0,1.0,"$50,000-74,999",1.0,16.0,HI
Current,0.2505,4.0,5.0,3,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,24.0,MN
Completed,0.0989,6.0,8.0,2,Other,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,7.0,MI
Current,0.2099,4.0,7.0,1,Professional,Employed,True,0.0,584.0,0.0,"$100,000+",1.0,35.0,VA
Current,0.2055,3.0,2.0,6,Clerical,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,20.0,OH
Chargedoff,0.2021,4.0,4.0,1,Analyst,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,10.0,MD
Current,0.1149,6.0,10.0,1,Accountant/CPA,Employed,True,0.0,0.0,4.0,"$50,000-74,999",1.0,31.0,OK
Current,0.2059,4.0,6.0,1,Teacher,Employed,True,0.0,0.0,0.0,"$50,000-74,999",4.0,40.0,AL
Current,0.2018,4.0,4.0,7,Other,Not employed,False,0.0,0.0,0.0,Not employed,1.0,8.0,CA
Current,0.3025,1.0,4.0,1,Executive,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,36.0,CA
Completed,0.212,4.0,5.0,7,Analyst,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,1.0,WV
Completed,0.1652,5.0,6.0,1,Other,Not employed,False,0.0,0.0,8.0,Not employed,1.0,9.0,NY
Current,0.1435,5.0,3.0,1,Clerical,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,19.0,CA
Current,0.2059,4.0,3.0,1,Scientist,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,OK
Current,0.3077,1.0,2.0,1,Student - College Senior,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,2.0,OH
Current,0.2869,2.0,3.0,1,Sales - Commission,Employed,True,1.0,175.0,0.0,"$50,000-74,999",1.0,33.0,TX
Current,0.1199,6.0,7.0,3,Retail Management,Employed,False,1.0,0.0,11.0,"$50,000-74,999",1.0,11.0,MO
Completed,0.1229,6.0,8.0,7,Analyst,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,11.0,GA
Current,0.1669,5.0,6.0,7,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,28.0,CA
Current,0.2246,3.0,4.0,7,Teacher,Employed,False,0.0,0.0,13.0,"$25,000-49,999",1.0,1.0,FL
Completed,0.2245,3.0,7.0,1,Other,Retired,True,0.0,0.0,18.0,"$25,000-49,999",3.0,50.0,MN
Current,0.1169,6.0,10.0,3,Laborer,Employed,True,4.0,1780.0,0.0,"$25,000-49,999",2.0,51.0,NV
Chargedoff,0.1499,5.0,8.0,7,Sales - Retail,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,7.0,FL
Current,0.1509,5.0,5.0,1,Accountant/CPA,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",2.0,14.0,IN
Current,0.2187,3.0,4.0,1,Teacher,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,33.0,AL
Chargedoff,0.2605,3.0,3.0,2,Clergy,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,VA
Chargedoff,0.2899,2.0,2.0,20,Other,Employed,True,1.0,0.0,0.0,"$25,000-49,999",1.0,9.0,PA
Current,0.1234,6.0,8.0,3,Skilled Labor,Employed,True,0.0,0.0,0.0,"$25,000-49,999",3.0,82.0,MN
Current,0.1485,5.0,11.0,7,Sales - Commission,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,24.0,NY
Current,0.0699,7.0,9.0,3,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,26.0,TX
Completed,0.2219,4.0,3.0,7,Other,Employed,False,0.0,0.0,6.0,"$50,000-74,999",1.0,7.0,MO
Completed,0.34,1.0,1.0,1,Other,Self-employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,11.0,CA
Completed,0.1314,5.0,5.0,13,Analyst,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,1.0,NV
Current,0.134,5.0,8.0,1,Accountant/CPA,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,11.0,CA
Current,0.0874,6.0,9.0,3,Executive,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,14.0,FL
Current,0.2816,2.0,6.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,9.0,NY
Chargedoff,0.2187,3.0,6.0,1,Other,Full-time,False,1.0,0.0,17.0,"$25,000-49,999",1.0,16.0,DE
Current,0.0669,7.0,11.0,3,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,19.0,GA
Completed,0.0669,6.0,7.0,2,Fireman,Employed,True,0.0,0.0,0.0,"$100,000+",2.0,42.0,NY
Completed,0.0864,6.0,8.0,1,Other,Employed,False,0.0,0.0,0.0,"$1-24,999",2.0,32.0,MI
Current,0.1479,5.0,7.0,1,Analyst,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,3.0,IL
Current,0.1149,6.0,10.0,7,Bus Driver,Employed,False,0.0,0.0,30.0,"$75,000-99,999",1.0,14.0,NY
Completed,0.082,6.0,9.0,3,Police Officer/Correction Officer,Full-time,True,1.0,2181.0,0.0,"$100,000+",3.0,27.0,NY
Current,0.0599,7.0,10.0,1,Medical Technician,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",3.0,32.0,CA
Current,0.1214,5.0,11.0,1,Computer Programmer,Employed,True,0.0,0.0,0.0,"$50,000-74,999",5.0,80.0,IL
Completed,0.28,2.0,5.0,1,Professor,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,11.0,MI
Current,0.1285,6.0,8.0,1,Clerical,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",3.0,54.0,NC
Current,0.0749,7.0,9.0,2,Other,Employed,True,0.0,0.0,1.0,"$25,000-49,999",2.0,18.0,FL
Completed,0.1799,4.0,7.0,1,Car Dealer,Employed,True,0.0,0.0,0.0,"$1-24,999",1.0,6.0,OH
Current,0.3034,1.0,3.0,1,Other,Other,False,0.0,0.0,0.0,"$1-24,999",1.0,15.0,FL
Completed,0.105,6.0,9.0,1,Accountant/CPA,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,4.0,CA
Current,0.2999,2.0,2.0,3,Computer Programmer,Self-employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,32.0,OH
Completed,0.34,2.0,9.0,7,Other,Full-time,False,0.0,0.0,1.0,"$25,000-49,999",1.0,17.0,MI
Completed,0.2999,2.0,1.0,3,Professional,Full-time,True,3.0,7471.0,5.0,"$100,000+",3.0,30.0,TX
Current,0.0805,6.0,6.0,18,Investor,Self-employed,True,3.0,1235.0,26.0,"$100,000+",2.0,6.0,AZ
Current,0.0799,6.0,8.0,7,Professional,Employed,True,0.0,0.0,4.0,"$100,000+",1.0,19.0,IL
Current,0.177,4.0,9.0,13,Administrative Assistant,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,GA
Completed,0.18,4.0,8.0,7,Military Officer,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,17.0,CA
Current,0.089,6.0,11.0,1,Civil Service,Employed,False,0.0,0.0,0.0,"$50,000-74,999",3.0,29.0,FL
Chargedoff,0.2599,3.0,5.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,MN
Completed,0.2099,3.0,2.0,1,Other,Other,False,1.0,0.0,9.0,"$50,000-74,999",1.0,9.0,FL
Current,0.163,4.0,9.0,7,Other,Employed,True,0.0,0.0,21.0,"$25,000-49,999",2.0,24.0,CA
Current,0.1485,4.0,7.0,1,Engineer - Mechanical,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,7.0,ID
Defaulted,0.1905,5.0,7.0,2,Professional,Employed,True,1.0,192.0,0.0,"$100,000+",1.0,10.0,VA
Current,0.0774,6.0,10.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,30.0,CA
Current,0.2055,3.0,3.0,19,Other,Employed,True,0.0,0.0,0.0,"$1-24,999",2.0,22.0,NE
Completed,0.0974,6.0,9.0,1,Professional,Full-time,True,0.0,0.0,0.0,"$100,000+",1.0,18.0,CO
Completed,0.0969,6.0,9.0,1,Scientist,Full-time,False,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,MA
Chargedoff,0.2015,4.0,9.0,1,Administrative Assistant,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,1.0,FL
Current,0.2055,3.0,7.0,20,Laborer,Employed,False,0.0,0.0,0.0,"$1-24,999",1.0,13.0,GA
Current,0.2686,2.0,4.0,1,Professional,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,18.0,NJ
Current,0.3025,1.0,3.0,1,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,46.0,CA
Current,0.0505,7.0,10.0,2,Other,Self-employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,25.0,CA
Current,0.1599,5.0,8.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,15.0,IL
Current,0.1945,4.0,6.0,1,Computer Programmer,Employed,True,0.0,0.0,9.0,"$100,000+",2.0,28.0,FL
Completed,0.0874,6.0,9.0,20,Computer Programmer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,12.0,CA
Completed,0.33,2.0,6.0,7,Executive,Full-time,False,0.0,0.0,0.0,"$100,000+",1.0,26.0,IL
Past Due (91-120 days),0.1884,4.0,5.0,1,Food Service Management,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,12.0,FL
Completed,0.2246,3.0,2.0,1,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,9.0,PA
Current,0.1319,5.0,7.0,1,Other,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",2.0,45.0,TX
Current,0.1459,5.0,6.0,2,Food Service,Self-employed,True,4.0,9198.0,20.0,"$25,000-49,999",1.0,35.0,AZ
Completed,0.0929,6.0,9.0,6,Pharmacist,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,15.0,FL
Chargedoff,0.2099,4.0,5.0,2,Teacher,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",1.0,17.0,CT
Chargedoff,0.251,3.0,2.0,3,Executive,Employed,False,0.0,0.0,0.0,"$50,000-74,999",2.0,21.0,GA
Current,0.1745,5.0,8.0,16,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,12.0,MN
Current,0.3034,1.0,2.0,2,Other,Other,False,0.0,0.0,55.0,"$50,000-74,999",2.0,28.0,SC
Current,0.1799,4.0,6.0,7,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,9.0,TX
Chargedoff,0.245,3.0,6.0,1,Clerical,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",2.0,55.0,MA
Current,0.1369,5.0,6.0,2,Sales - Commission,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,7.0,FL
Completed,0.189,4.0,9.0,1,Other,Full-time,True,0.0,0.0,2.0,"$50,000-74,999",1.0,12.0,OH
Current,0.212,4.0,5.0,1,Other,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,9.0,MN
Current,0.0849,6.0,10.0,1,Other,Full-time,True,0.0,0.0,3.0,"$50,000-74,999",3.0,87.0,CA
Completed,0.1499,5.0,5.0,1,Sales - Retail,Self-employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,8.0,FL
Current,0.2099,3.0,2.0,1,Other,Employed,False,0.0,0.0,3.0,"$25,000-49,999",1.0,5.0,NY
Completed,0.0635,6.0,10.0,19,Computer Programmer,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",2.0,50.0,GA
Current,0.0864,6.0,8.0,6,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,8.0,IN
Current,0.2599,3.0,4.0,1,Clerical,Part-time,True,0.0,0.0,0.0,"$1-24,999",1.0,36.0,WI
Current,0.2809,2.0,4.0,1,Tradesman - Mechanic,Employed,True,1.0,1536.0,3.0,"$25,000-49,999",1.0,15.0,FL
Current,0.3077,1.0,2.0,1,Retail Management,Full-time,True,0.0,0.0,0.0,"$50,000-74,999",2.0,37.0,NJ
Completed,0.17,4.0,7.0,7,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,12.0,NJ
Current,0.1234,6.0,8.0,1,Sales - Commission,Employed,False,2.0,110.0,0.0,"$25,000-49,999",2.0,30.0,IL
Current,0.2869,2.0,2.0,1,Retail Management,Full-time,False,0.0,0.0,0.0,"$25,000-49,999",2.0,59.0,WA
Current,0.2109,4.0,3.0,1,Professional,Employed,True,0.0,0.0,7.0,"$100,000+",3.0,20.0,OH
Current,0.1509,5.0,5.0,1,Other,Retired,True,0.0,0.0,0.0,"$25,000-49,999",3.0,87.0,OK
Current,0.1764,4.0,4.0,7,Professional,Employed,False,0.0,0.0,0.0,"$50,000-74,999",3.0,77.0,NM
Current,0.0505,7.0,11.0,19,Nurse (RN),Employed,True,0.0,0.0,0.0,"$50,000-74,999",2.0,25.0,TX
Defaulted,0.1349,5.0,6.0,1,Professional,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,9.0,CO
Chargedoff,0.2299,3.0,5.0,2,Other,Not employed,False,1.0,68.0,0.0,Not employed,1.0,26.0,IL
Current,0.0949,6.0,9.0,1,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",1.0,6.0,VA
Completed,0.2569,2.0,3.0,3,Other,Not employed,False,0.0,0.0,15.0,Not employed,2.0,10.0,WA
Completed,0.306,2.0,2.0,7,Clerical,Employed,True,2.0,4301.0,38.0,"$1-24,999",1.0,11.0,MO
Current,0.1599,4.0,8.0,3,Accountant/CPA,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,15.0,PA
Current,0.1464,6.0,7.0,1,Social Worker,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,10.0,CA
Completed,0.0874,6.0,8.0,2,Accountant/CPA,Employed,True,0.0,0.0,34.0,"$100,000+",1.0,8.0,CA
Current,0.1814,4.0,3.0,2,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,13.0,MD
Current,0.1255,5.0,9.0,7,Police Officer/Correction Officer,Employed,True,0.0,0.0,5.0,"$100,000+",1.0,17.0,CT
Past Due (61-90 days),0.2118,4.0,4.0,1,Executive,Self-employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,7.0,FL
Completed,0.0929,6.0,8.0,7,Analyst,Full-time,False,0.0,0.0,2.0,"$50,000-74,999",1.0,11.0,UT
Current,0.2105,4.0,3.0,7,Professional,Employed,True,0.0,0.0,4.0,"$25,000-49,999",1.0,21.0,VA
Current,0.1719,5.0,6.0,1,Professor,Employed,False,0.0,0.0,0.0,"$100,000+",1.0,5.0,GA
Completed,0.0919,6.0,8.0,7,Sales - Commission,Full-time,True,0.0,0.0,0.0,"$75,000-99,999",1.0,14.0,TX
Current,0.0699,7.0,10.0,7,Professional,Full-time,False,0.0,0.0,0.0,"$1-24,999",1.0,27.0,MI
Current,0.1499,5.0,6.0,1,Other,Employed,True,0.0,0.0,0.0,"$25,000-49,999",2.0,26.0,KY
Completed,0.1745,5.0,7.0,1,Executive,Full-time,False,1.0,403.0,1.0,"$100,000+",2.0,7.0,CT
Current,0.152,5.0,4.0,15,Professional,Employed,True,0.0,0.0,0.0,"$50,000-74,999",4.0,66.0,FL
Completed,0.2474,3.0,3.0,2,Military Enlisted,Employed,True,6.0,103975.0,19.0,"$75,000-99,999",1.0,4.0,VA
Completed,0.2899,2.0,2.0,1,Teacher,Employed,True,0.0,0.0,0.0,"$50,000-74,999",4.0,61.0,NY
Current,0.0934,6.0,9.0,1,Professional,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,33.0,MD
Completed,0.17,4.0,9.0,1,Food Service Management,Full-time,True,0.0,0.0,5.0,"$50,000-74,999",1.0,17.0,SC
Current,0.2374,2.0,3.0,1,Military Officer,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,20.0,VA
Current,0.2332,3.0,3.0,1,Executive,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,19.0,TX
Current,0.0939,6.0,10.0,1,Professional,Self-employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,33.0,FL
Completed,0.0599,7.0,10.0,1,Engineer - Electrical,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,11.0,CA
Current,0.3025,1.0,3.0,1,Other,Employed,False,0.0,0.0,8.0,"$75,000-99,999",2.0,59.0,WI
Current,0.2126,4.0,4.0,18,Executive,Employed,True,1.0,0.0,3.0,"$100,000+",1.0,6.0,TX
Completed,0.3335,2.0,6.0,1,Other,Employed,False,0.0,0.0,0.0,"$50,000-74,999",1.0,28.0,TX
Current,0.1579,5.0,6.0,1,Skilled Labor,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,11.0,CT
Completed,0.1814,4.0,5.0,1,Accountant/CPA,Employed,True,3.0,2691.0,7.0,"$50,000-74,999",1.0,8.0,MI
Completed,0.0528,6.0,10.0,6,Computer Programmer,Employed,True,0.0,0.0,0.0,"$50,000-74,999",4.0,24.0,OH
Current,0.1139,6.0,9.0,1,Retail Management,Employed,False,1.0,0.0,17.0,"$25,000-49,999",2.0,68.0,KS
Current,0.1319,5.0,7.0,1,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,20.0,TX
Chargedoff,0.3285,1.0,3.0,1,Sales - Retail,Full-time,False,15.0,11721.0,15.0,"$1-24,999",1.0,28.0,UT
Current,0.2024,4.0,3.0,16,Analyst,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,21.0,KY
Current,0.1905,5.0,7.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$75,000-99,999",1.0,9.0,GA
Current,0.0505,7.0,11.0,1,Sales - Commission,Employed,True,0.0,0.0,0.0,"$100,000+",1.0,35.0,MN
Completed,0.2535,3.0,7.0,2,Teacher,Full-time,True,0.0,0.0,2.0,"$75,000-99,999",1.0,14.0,FL
Current,0.2118,4.0,4.0,1,Computer Programmer,Employed,False,0.0,0.0,2.0,"$50,000-74,999",1.0,2.0,KY
Completed,0.2024,4.0,3.0,19,Other,Employed,False,0.0,0.0,0.0,"$25,000-49,999",1.0,10.0,KY
Chargedoff,0.0864,6.0,8.0,2,Other,Employed,False,2.0,332.0,0.0,"$75,000-99,999",1.0,9.0,IL
Current,0.1799,4.0,8.0,3,Other,Full-time,False,0.0,0.0,0.0,"$100,000+",1.0,12.0,OH
Current,0.0749,7.0,10.0,1,Sales - Retail,Employed,False,0.0,0.0,0.0,"$25,000-49,999",2.0,8.0,WI
Current,0.1539,5.0,4.0,7,Police Officer/Correction Officer,Employed,True,0.0,0.0,13.0,"$75,000-99,999",1.0,6.0,NY
Completed,0.2187,3.0,3.0,1,Accountant/CPA,Employed,True,0.0,0.0,0.0,"$75,000-99,999",2.0,45.0,WA
Completed,0.2197,4.0,9.0,3,Doctor,Full-time,True,0.0,0.0,1.0,"$100,000+",1.0,21.0,MD
Current,0.1669,5.0,4.0,1,Executive,Employed,False,0.0,0.0,0.0,"$100,000+",3.0,33.0,KS
Current,0.1299,5.0,8.0,1,Other,Full-time,True,0.0,0.0,0.0,"$25,000-49,999",2.0,52.0,OR
Current,0.1053,6.0,8.0,2,Retail Management,Employed,True,0.0,0.0,0.0,"$25,000-49,999",1.0,35.0,TX
Current,0.2832,2.0,2.0,1,Other,Full-time,False,0.0,0.0,0.0,"$100,000+",4.0,53.0,MD
Past Due (61-90 days),0.2809,2.0,5.0,1,Professional,Full-time,False,1.0,355.0,0.0,"$25,000-49,999",3.0,14.0,NC
Current,0.1799,4.0,6.0,2,Military Enlisted,Employed,True,1.0,748.0,0.0,"$75,000-99,999",2.0,50.0,SC
Completed,0.2535,3.0,8.0,1,Nurse (RN),Full-time,True,0.0,0.0,7.0,"$75,000-99,999",1.0,22.0,MD
Completed,0.1196,6.0,9.0,6,Skilled Labor,Employed,False,0.0,0.0,0.0,"$75,000-99,999",1.0,13.0,AK
Current,0.1999,4.0,2.0,1,Nurse (RN),Employed,True,1.0,226.0,14.0,"$75,000-99,999",1.0,5.0,IL
